epoch,acc,loss,lr,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
0,0.17920848727226257,8.897614479064941,0.1,0.3737982511520386,0.09363999962806702,6.320413589477539,0.2387399971485138
1,0.3950968086719513,5.53752326965332,0.1,0.6569291949272156,0.2913599908351898,3.5539584159851074,0.5366600155830383
2,0.4852396249771118,4.480030536651611,0.1,0.7397310137748718,0.2937999963760376,3.566833019256592,0.5369799733161926
3,0.5381843447685242,3.903137445449829,0.1,0.7821470499038696,0.4492200016975403,2.524242639541626,0.706059992313385
4,0.5740180611610413,3.522170066833496,0.1,0.8094565272331238,0.4483799934387207,2.5338542461395264,0.7021399736404419
5,0.6013712286949158,3.2407073974609375,0.1,0.828877866268158,0.5074800252914429,2.207016706466675,0.7534599900245667
6,0.6231779456138611,3.0188348293304443,0.1,0.8443692326545715,0.49865999817848206,2.2266247272491455,0.7483199834823608
7,0.6413121819496155,2.8396987915039062,0.1,0.8563739061355591,0.4963200092315674,2.283856153488159,0.7424600124359131
8,0.6569486856460571,2.6852943897247314,0.1,0.8666169047355652,0.5300400257110596,2.0867600440979004,0.7748799920082092
9,0.7291235327720642,2.0670931339263916,0.01,0.9023460745811462,0.6127399802207947,1.6858525276184082,0.8335800170898438
10,0.74335116147995,1.9392666816711426,0.01,0.9095824360847473,0.6145399808883667,1.6891238689422607,0.8341599702835083
11,0.7502933144569397,1.8771380186080933,0.01,0.9132275581359863,0.6137999892234802,1.701366901397705,0.8328999876976013
12,0.7558304071426392,1.8296564817428589,0.01,0.915894627571106,0.6139600276947021,1.699600100517273,0.8353800177574158
13,0.7601460218429565,1.7900822162628174,0.01,0.9183151125907898,0.6144999861717224,1.7069318294525146,0.8356599807739258
14,0.7646645307540894,1.7526462078094482,0.01,0.920207142829895,0.6137599945068359,1.71128511428833,0.8355399966239929
15,0.7680919170379639,1.7199608087539673,0.01,0.9226275682449341,0.6118599772453308,1.7231656312942505,0.8341799974441528
16,0.7716448903083801,1.6888383626937866,0.01,0.9244048595428467,0.6111400127410889,1.7406178712844849,0.8328400254249573
17,0.7750332355499268,1.6588445901870728,0.01,0.926139235496521,0.6106600165367126,1.7459306716918945,0.8334800004959106
18,0.7787017822265625,1.629687786102295,0.01,0.9279633164405823,0.6096000075340271,1.756417155265808,0.8327999711036682
