epoch,acc,loss,lr,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
0,0.19635778665542603,4.065064430236816,0.1,0.40600815415382385,0.13210000097751617,5.6524505615234375,0.30437999963760376
1,0.4219342768192291,2.4764785766601562,0.1,0.6976510286331177,0.3644599914550781,3.058039903640747,0.6257399916648865
2,0.5194587111473083,1.9579987525939941,0.1,0.7849624156951904,0.39594000577926636,2.910254955291748,0.6528599858283997
3,0.5771933794021606,1.665969967842102,0.1,0.8311067819595337,0.44620001316070557,2.6027414798736572,0.7006400227546692
4,0.6177070736885071,1.4704546928405762,0.1,0.8604723215103149,0.5011799931526184,2.304905891418457,0.7477800250053406
5,0.6497524976730347,1.3238425254821777,0.1,0.881529688835144,0.5152599811553955,2.233490467071533,0.7590199708938599
6,0.6745450496673584,1.2085436582565308,0.1,0.897662341594696,0.5313599705696106,2.204988479614258,0.7707399725914001
7,0.6959518194198608,1.1131666898727417,0.1,0.9107688069343567,0.5308200120925903,2.19032883644104,0.7718200087547302
8,0.7143654823303223,1.033489465713501,0.1,0.9209190011024475,0.5214200019836426,2.281137704849243,0.7627800107002258
9,0.794800877571106,0.7279694080352783,0.01,0.9548253417015076,0.6059799790382385,1.8434909582138062,0.8250600099563599
10,0.8115350008010864,0.6630381345748901,0.01,0.961304783821106,0.6079000234603882,1.8590534925460815,0.8264399766921997
11,0.8194560408592224,0.63239985704422,0.01,0.9642460942268372,0.6070399880409241,1.8740556240081787,0.8257399797439575
12,0.825424313545227,0.6084834337234497,0.01,0.9665812849998474,0.6059399843215942,1.8935964107513428,0.8251399993896484
13,0.8304691910743713,0.5882346034049988,0.01,0.9685176014900208,0.6045399904251099,1.9196739196777344,0.8250799775123596
14,0.834874153137207,0.5706804990768433,0.01,0.9701578617095947,0.6055200099945068,1.9266537427902222,0.8258000016212463
15,0.839723527431488,0.5534930229187012,0.01,0.9718366265296936,0.6038200259208679,1.940579891204834,0.825160026550293
16,0.8437099456787109,0.5377201437950134,0.01,0.9733583331108093,0.6037600040435791,1.9604264497756958,0.8244400024414062
17,0.8472135066986084,0.5241494178771973,0.01,0.974705696105957,0.6023399829864502,1.9648919105529785,0.8248800039291382
18,0.8513562083244324,0.5095540285110474,0.01,0.9759777188301086,0.6033400297164917,1.9791206121444702,0.8236799836158752
19,0.8660440444946289,0.46467816829681396,0.001,0.9796555638313293,0.6064599752426147,1.9685890674591064,0.8265200257301331
20,0.868259072303772,0.4580262005329132,0.001,0.9801698923110962,0.60589998960495,1.9708583354949951,0.8260999917984009
21,0.868756890296936,0.45611006021499634,0.001,0.980316698551178,0.6067000031471252,1.9737945795059204,0.8259199857711792
22,0.8694588541984558,0.4533010721206665,0.001,0.9806072115898132,0.6055999994277954,1.977151870727539,0.8258799910545349
23,0.870245635509491,0.4510551691055298,0.001,0.9808003902435303,0.6054199934005737,1.9799333810806274,0.8262400031089783
24,0.8707277774810791,0.44887733459472656,0.001,0.980890691280365,0.6057400107383728,1.9838813543319702,0.825980007648468
25,0.8708674907684326,0.44778263568878174,0.001,0.9810555577278137,0.6050800085067749,1.9844452142715454,0.8262199759483337
26,0.8714721202850342,0.445720374584198,0.001,0.9812825322151184,0.6051599979400635,1.9874831438064575,0.8260999917984009
27,0.8716299533843994,0.44430068135261536,0.001,0.9812518954277039,0.6047599911689758,1.991166591644287,0.8260800242424011
28,0.8725658655166626,0.44236674904823303,0.001,0.9814473986625671,0.605459988117218,1.9933269023895264,0.8258399963378906
29,0.8739509582519531,0.43743813037872314,1e-04,0.9818705916404724,0.6055399775505066,1.9934687614440918,0.8259400129318237
30,0.8739847540855408,0.4371880888938904,1e-04,0.9818478226661682,0.6055200099945068,1.9938580989837646,0.8260800242424011
31,0.8744299411773682,0.4356972873210907,1e-04,0.9820700287818909,0.6055399775505066,1.99428129196167,0.8258600234985352
32,0.874444842338562,0.43665850162506104,1e-04,0.9819750785827637,0.6055600047111511,1.9942492246627808,0.8260800242424011
33,0.8744825720787048,0.43595090508461,1e-04,0.981943666934967,0.6053199768066406,1.994397521018982,0.8258799910545349
34,0.8745320439338684,0.436270147562027,1e-04,0.9819844961166382,0.6056200265884399,1.994765043258667,0.826200008392334
35,0.8745084404945374,0.4357394874095917,1e-04,0.981943666934967,0.6056399941444397,1.994468092918396,0.8261799812316895
36,0.8745202422142029,0.4359007477760315,1e-04,0.9819122552871704,0.6052600145339966,1.9949760437011719,0.8261600136756897
37,0.874693751335144,0.4351988732814789,1e-04,0.982128918170929,0.6053199768066406,1.9954087734222412,0.8261799812316895
38,0.874333381652832,0.43588054180145264,1e-04,0.9821030497550964,0.6054199934005737,1.9956833124160767,0.8260599970817566
39,0.8745131492614746,0.4352269470691681,1e-04,0.9819648265838623,0.6051999926567078,1.9963232278823853,0.825980007648468
40,0.8745328187942505,0.4351571798324585,1e-04,0.9821109175682068,0.6054400205612183,1.9959397315979004,0.8259199857711792
41,0.8747016191482544,0.43471384048461914,1e-04,0.982187032699585,0.6055399775505066,1.9968572854995728,0.8259999752044678
42,0.8750737905502319,0.43350327014923096,1e-04,0.9823284149169922,0.6051200032234192,1.9968804121017456,0.8261799812316895
43,0.875092625617981,0.4339219629764557,1e-04,0.9821218848228455,0.6052799820899963,1.9966166019439697,0.8258200287818909
44,0.8751853108406067,0.43389663100242615,1e-04,0.9823299646377563,0.6053599715232849,1.9972412586212158,0.8260599970817566
